iso3,pays,viande_de_volailles__disponibilité_alimentaire_en_quantité,viande_de_volailles__importations_quantité,viande_de_volailles__production,population_2017_milliers,pib_par_hab_usd,stabilite_politique,croissance_pib,inflation,fe_taux_dependance_import,fe_intensite_proteique,fe_potentiel_marche_musd,fe_import_par_hab,fe_croissance_pop_10ans,devise,taux_pour_1_eur,fe_change_log,cluster_kmeans,cluster_cah
PAN,Panama,33.82,20.0,198.0,4106.769,15694.6297518495,0.457992,5.74405946988693,0.875585918759878,9.174311926605505,8.837606837606838,2.179841684259042,4.870008515209888,18.910117483550135,PAB,1.142131,0.13289581568828596,2,4
PRY,Paraguay,5.99,1.0,45.0,6867.061,6152.2671153779,-0.0283019999999999,4.81007885552178,3.60247741348943,2.380952380952381,8.181818181818182,0.2530654814818685,0.1456227052592077,14.481029776639788,PYG,6861.778718,8.83372197544871,1,1
NLD,Netherlands,20.33,608.0,1100.0,17021.347,49513.6817346384,0.7820237,2.78154619309936,1.38145871407216,100.0,12.114285714285716,17.13391171521428,35.71985225376111,3.118087825789062,EUR,1.0,0.0,4,4
PHL,Philippines,13.87,249.0,1272.0,105172.925,3038.12124959289,-1.2792545,6.9309883258402,2.85318772590947,16.392363396971692,9.6875,4.431854723758586,2.367529475860826,17.63587941956399,PHP,69.985754,4.248291707051802,1,1
POL,Poland,30.3,55.0,2351.0,37953.18,13913.3402919927,0.6020499,5.15245773325907,2.07593553673859,3.982621288921072,11.345794392523365,16.000081907648518,1.4491539312384365,-1.043345953356145,PLN,4.325793,1.464595476177965,4,2
PYF,French Polynesia,47.4,15.0,1.0,276.102,20826.9312492172,-0.0200749999999999,4.29263363103487,2.40636194047246,93.75,9.70059880239521,0.2725669394219627,54.32774844079363,5.093235790058648,XPF,119.332,4.781909524485813,3,4
PRT,Portugal,30.58,82.0,361.0,10288.527,21442.3842768879,1.054818,3.31472008175986,1.36861411643472,20.551378446115287,11.688073394495412,6.746270606068838,7.970042747615864,-2.691876956549244,EUR,1.0,0.0,2,4
PER,Peru,13.47,60.0,1465.0,31444.298,6736.16693725487,-0.2242779,2.51883544233135,2.99490045809443,3.937007874015748,10.82258064516129,2.853135126246074,1.908136095135595,10.980977269939007,PEN,3.87305,1.3540423103382582,1,4
ROU,Romania,19.37,146.0,392.0,19653.969,10727.9822007426,0.1382404,8.19547826641261,1.3390212110439,31.13006396588486,11.984848484848486,4.08411471146719,7.4285249966558915,-6.5617932785523525,RON,5.233301,1.6550422453231175,2,4
GBR,United Kingdom,31.94,779.0,1814.0,66727.461,40916.8115070354,0.4406625,3.02322219840339,2.55775577557747,34.87018800358102,11.475,87.204981713917,11.674353981488972,8.579098693125232,GBP,0.857279,-0.15399185910660332,4,2
RWA,Rwanda,1.49,0.0,19.0,11980.961,758.300966509647,0.094453,3.91817093628465,8.27953672260832,0.0,10.0,0.0135369097159614,0.0,29.192095501316228,RWF,1675.242131,7.423712989632876,1,1
CAF,Central African Republic,2.29,4.0,7.0,4596.023,432.324025684263,-1.82651039999999,4.52727821346231,4.18072331871266,36.36363636363637,9.75,0.0045501639689891,0.8703176637714825,9.480992184392134,XAF,655.957,6.486095238015186,1,1
KOR,"Korea, Rep.",16.7,137.0,838.0,51096.415,33296.9845439195,0.6254761,3.433191763972,1.94433230786366,14.13828689370485,9.161290322580646,28.412654226428423,2.681205716682863,4.204370323857698,KRW,1653.593795,7.4107062559415535,4,2
MDA,Moldova,16.14,16.0,54.0,4059.684,3453.26727720294,-0.181840299999999,4.17561205106279,6.57022997455611,22.857142857142858,10.054545454545456,0.2262694669555672,3.941193452495317,-1.7058033924306717,MDL,20.090768,3.0002604060702893,2,4
DOM,Dominican Republic,35.26,42.0,339.0,10513.104,7412.71571571512,0.0918722,3.93386176401576,3.27955694678546,11.2,8.845528455284553,2.7478347627840165,3.995014222250632,12.573728209467916,DOP,66.148843,4.191907399856227,2,4
LAO,Lao PDR,10.91,0.0,0.0,6953.035,2432.43059478511,0.2776591,6.8925308726989,0.825478607568026,0.0,8.75609756097561,0.1845183759112734,0.0,16.95703646188327,LAK,25489.169415,10.146008912100154,1,1
PRK,"Korea, Dem. People's Rep.",1.62,0.0,43.0,25429.825,6025.22737479042,-0.3543859,3.39894872623931,2.40636194047246,0.0,6.125,0.2482171739163303,0.0,5.132615392107875,KPW,,3.1986731175506815,1,1
TZA,Tanzania,1.88,2.0,105.0,54660.339,986.674011230469,-0.683829799999999,6.72726996832338,5.31871605228931,1.8691588785046729,10.5,0.1013920395603328,0.0365896010999858,34.36194474459518,TZS,2994.45142,8.004516328497283,1,1
KNA,St. Kitts and Nevis,55.77,4.0,0.0,52.045,22464.9899633959,0.6612426,0.220941147299996,0.694916711613604,100.0,10.11578947368421,0.0652057487555082,76.85656643289461,8.930888693540972,XCD,3.083753,1.1261473617024642,3,3
VCT,St. Vincent and the Grenadines,72.31,9.0,0.0,109.827,7988.04445019298,0.7873576,1.54810173239956,2.15333648840511,100.0,10.329218106995883,0.0634377768807845,81.94706219782022,1.2062514974474192,XCD,3.083753,1.1261473617024642,3,3
LCA,St. Lucia,56.69,10.0,1.0,180.954,11333.1123822102,0.8668533,3.37982617272246,0.104262078958441,90.9090909090909,7.883817427385892,0.1162582657010132,55.26266343932712,7.942662506934539,XCD,3.083753,1.1261473617024642,3,3
WSM,Samoa,64.77,17.0,0.0,195.352,4307.59381964907,1.0690453,1.40628239971301,1.74989677484705,100.0,10.08294930875576,0.0545037650850386,87.02240058970473,7.309141645518169,WST,3.101472,1.1318768375005528,3,3
STP,Sao Tome and Principe,9.47,2.0,1.0,207.089,1555.79477812888,0.2145007,4.11297966281954,5.6902961992902,66.66666666666667,9.727272727272728,0.0030511202161311,9.657683411480088,24.52736019242332,STN,24.5,3.1986731175506815,2,4
SRB,Serbia,10.16,12.0,85.0,8829.628,6548.03653824187,0.1168497,2.3634031250553,3.13106248590115,13.333333333333334,10.0,0.5874179439129282,1.3590606535179055,-2.983754313311937,RSD,117.400454,4.765590774507473,1,4
SLE,Sierra Leone,3.97,14.0,17.0,7488.423,779.186007841728,-0.1470976,3.20786087715987,18.2215094003386,45.16129032258065,12.4,0.0231644514569287,1.8695525079178887,25.02306902609892,SLE,27.601836,3.3178822922497617,1,4
SVK,Slovak Republic,13.9,63.0,71.0,5447.9,17645.5298716761,0.8542516,2.87473327453695,1.31194588223228,63.63636363636363,9.875,1.3362220424118687,11.56408891499477,0.9114800399800504,EUR,1.0,0.0,2,4
SVN,Slovenia,24.41,20.0,72.0,2076.394,23303.077705959,0.9455099,5.17440215579958,1.42910743319306,31.746031746031747,10.506024096385543,1.1811113095238654,9.632083313667833,3.19444485860172,EUR,1.0,0.0,2,4
SDN,Sudan,1.6,2.0,67.0,40813.397,966.505676269531,-1.9473364,0.70925628476644,32.3516260968437,2.898550724637681,10.8,0.0631142077893469,0.0490035171539384,367.8159125095438,SDG,509.314949,6.233066585511632,1,1
LKA,Sri Lanka,7.78,0.0,192.0,21128.032,4398.88828068715,-0.179121299999999,6.46068127065753,7.70413767850602,0.0,10.153846153846157,0.7230720513513325,0.0,6.481126641993118,LKR,383.05991,5.948191399924349,1,1
CHE,Switzerland,15.72,51.0,91.0,8455.804,82254.3769269767,1.1641565,1.36279965488859,0.533787839825876,36.95652173913044,11.8,10.93368270194394,6.03136023493449,12.190847742504896,CHF,0.933267,-0.06906394544121658,2,4
SUR,Suriname,31.06,18.0,10.0,570.496,6049.52128553675,0.1667453,1.56603782534897,21.9969430173304,78.26086956521739,8.276785714285714,0.1071951322164396,31.55149203500112,11.603522040138415,SRD,43.392853,3.7702947501261894,2,4
SWE,Sweden,16.6,84.0,157.0,9904.896,53210.2233318965,0.8668924,1.88282184966646,1.79449904665599,38.53211009174312,11.622950819672132,8.748892688770859,8.480654415755602,8.097369195626003,SEK,11.059539,2.4032933134894954,2,4
SEN,Senegal,4.76,0.0,77.0,15419.355,1356.80518449031,-0.1422197,7.4074861863013,1.31815314847789,0.0,10.0625,0.0995842494341637,0.0,31.935051355856213,XOF,655.957,6.486095238015186,1,1
TJK,Tajikistan,4.45,38.0,2.0,8880.268,829.45714764957,-0.6533475,7.10000041864309,2.40636194047246,95.0,8.055555555555555,0.0327778178571146,4.279150133757224,25.735245810650696,TJS,10.518564,2.353141696091191,1,4
TCD,Chad,0.45,1.0,6.0,15016.753,854.46120040098,-1.36771589999999,-1.61746922760291,-1.5370996298084,14.285714285714286,7.5,0.0057740547575272,0.0665922919555246,38.812346875917456,XAF,655.957,6.486095238015186,1,1
CZE,Czechia,21.96,116.0,163.0,10641.034,20913.197632212,1.0199948,5.17356529967881,2.4505339846014,46.03174603174603,9.146341463414634,4.886935513285799,10.90119625592776,2.7370983336001187,CZK,24.18262,3.1856341933283545,2,4
THA,Thailand,12.95,2.0,1676.0,69209.81,6413.09182530343,-0.984692599999999,4.1776810321001,0.665631893135106,0.2267573696145124,9.25531914893617,5.747842824306357,0.0288976374880959,4.574869201350262,THB,38.215616,3.643244227889805,1,1
TLS,Timor-Leste,4.24,11.0,1.0,1243.258,1266.17771143471,0.0703179999999999,-3.18241515376397,0.557215537430361,91.66666666666669,10.428571428571429,0.0066745468132506,8.847721068354275,19.960208106585146,USD,1.142119,0.1328853089574115,2,4
TGO,Togo,7.06,16.0,40.0,7698.474,792.765700965864,-0.835878399999999,4.00791259566937,-0.981889868943119,28.571428571428573,9.958333333333334,0.0430877881270609,2.0783339659262343,30.03390503852892,XOF,655.957,6.486095238015186,1,1
TTO,Trinidad and Tobago,54.54,23.0,61.0,1384.059,17566.0999700656,0.0748617,-4.87274946918724,1.88038440183532,27.38095238095238,8.798941798941797,1.326004773086901,16.617788692534063,5.778435722850905,TTD,8.14181,2.097012514018771,3,4
TUN,Tunisia,17.03,0.0,213.0,11433.443,3619.03247319953,-0.7432926,2.25261437620587,5.30884839565844,0.0,11.017543859649123,0.7046673655020138,0.0,10.953391676789836,TND,3.368553,1.2144832753010335,1,4
TKM,Turkmenistan,4.52,9.0,20.0,5757.667,5828.4816623489,-0.2289187,6.50000004682975,2.40636194047246,31.03448275862069,10.2,0.1516842235038995,1.5631331231903476,18.22382555248403,TMT,3.986427,1.382895340990417,2,4
TUR,Turkiye,20.64,3.0,2192.0,81116.45,10756.3877677883,-1.70623179999999,7.82585730002594,11.1443110840764,0.1698754246885617,9.845070422535212,18.008812604877928,0.0369838670208077,16.577027387947506,TRY,54.190885,3.992512720871129,1,1
UKR,Ukraine,22.62,121.0,1211.0,44487.709,2604.28759765625,-1.590004,2.35997228099491,14.4383227488749,11.425873465533522,9.71794871794872,2.6207258025845284,2.719852352927412,-4.0517398467807,UAH,51.188579,3.9355164407562007,1,1
URY,Uruguay,9.12,3.0,33.0,3436.641,19184.6502617082,1.1129983,1.74037643374211,6.2180938256186,9.090909090909092,9.000000000000002,0.6012884916196298,0.8729454138503265,3.14825636625089,UYU,45.813598,3.8245809466175045,2,4
VUT,Vanuatu,11.66,4.0,1.0,285.51,3159.86055790126,0.8525004,4.41266598569969,3.08452624403546,80.0,10.125,0.0105193230467552,14.010017162271025,30.08948749726617,VUV,135.91793,4.912051247700914,2,4
VEN,"Venezuela, RB",20.28,25.0,600.0,29402.484,3791.33160682077,-1.38006459999999,-15.6714088720003,2.40636194047246,4.0,10.183098591549296,2.260704216899147,0.8502682970595273,7.908488120609469,VES,848.825818,6.743854003896562,1,1
VNM,Viet Nam,12.33,291.0,918.0,94600.648,2956.10992127753,0.1500179,6.94019037359206,3.52025688811617,24.08940397350993,8.354166666666666,3.448083441001987,3.076088865691491,10.748186560621663,VND,30039.348465,10.310263416728082,1,1
YEM,"Yemen, Rep.",8.53,78.0,168.0,27834.819,811.165970405745,-2.7305026,-5.07179568062152,2.40636194047246,31.70731707317073,10.133333333333333,0.1925959524431838,2.8022456334276864,30.787263629322005,YER,271.719013,5.604768491900782,1,1
ZMB,Zambia,3.42,12.0,49.0,16853.599,1483.46577328065,-0.211101999999999,3.52586277149926,6.57731154205644,20.0,10.454545454545451,0.0855059414739917,0.712014092657598,34.79689366308354,ZMW,21.45039,3.0657428270269205,1,4
ZWE,Zimbabwe,4.68,6.0,69.0,14236.595,3445.44941020134,-0.8348774,4.73441117758482,0.893962316050027,8.0,9.9375,0.2295608695193985,0.4214490894768026,16.16094652038418,USD,1.142119,0.1328853089574115,1,4
EGY,"Egypt, Arab Rep.",12.96,110.0,1118.0,96442.591,2395.10333299491,-1.4711477,4.18122099994778,29.5066083940038,8.964955175224123,9.02,2.993630026062074,1.1405749146660733,23.277476825824728,EGP,57.736802,4.055894786486853,1,1
ARE,United Arab Emirates,43.47,433.0,48.0,9487.203,43733.6192287435,0.7192871,-1.06137661464977,1.96682557818842,100.0,10.068027210884354,18.03612568262256,45.64042742629203,53.79238358990786,AED,4.194475,1.4337681831004925,3,3
ECU,Ecuador,19.31,0.0,340.0,16785.361,6233.32244797718,-0.1273984,5.97039880954841,0.417335588666824,0.0,7.409638554216869,2.02037763878611,0.0,17.40841518695726,USD,1.142119,0.1328853089574115,2,4
USA,United States,55.68,123.0,21914.0,325084.756,59635.0984397965,0.1101294,2.45762229852507,2.13011000365961,0.6704824202780049,9.100456621004566,1079.4381721627767,0.3783628660828378,8.142262371491915,USD,1.142119,0.1328853089574115,4,2
ETH,Ethiopia,0.13,1.0,14.0,106399.924,696.348429076216,-1.5195725,9.56418965754014,10.6871150284238,6.666666666666667,0.0,0.0096318845910597,0.0093985029538179,31.88817342533714,ETB,186.670868,5.229347001950661,1,1
SLB,Solomon Islands,4.45,6.0,0.0,636.039,2143.57670489272,0.1156377,3.07546176144591,0.488686760261083,100.0,8.38888888888889,0.0060671228079245,9.433383801936674,29.241544951354516,SBD,9.099903,2.208263754125334,2,4
